question_name,question_link,level,type,topic_slug
Non-overlapping Intervals,https://www.geeksforgeeks.org/problems/non-overlapping-intervals/1?page=3&category=Greedy&sortBy=difficulty,MEDIUM,HOMEWORK,greedy
Meeting Rooms II,https://www.geeksforgeeks.org/problems/attend-all-meetings-ii/1?page=3&category=Greedy&sortBy=difficulty,MEDIUM,HOMEWORK,greedy
Maximum trains for which stoppage can be provided,https://www.geeksforgeeks.org/problems/maximum-trains-for-which-stoppage-can-be-provided/1?page=4&category=Greedy&sortBy=difficulty,MEDIUM,HOMEWORK,greedy
Minimize the Heights II,https://www.geeksforgeeks.org/problems/minimize-the-heights3351/1?page=3&category=Greedy&sortBy=difficulty,HARD,HOMEWORK,greedy
Minimum Platforms,https://www.geeksforgeeks.org/problems/minimum-platforms-1587115620/1?page=3&category=Greedy&sortBy=difficulty,HARD,HOMEWORK,greedy
Stable Marriage Problem,https://www.geeksforgeeks.org/problems/stable-marriage-problem/1?page=5&category=Greedy&sortBy=difficulty,HARD,HOMEWORK,greedy
Coin Piles,https://www.geeksforgeeks.org/problems/coin-piles5152/1?page=3&category=Greedy&sortBy=difficulty,HARD,HOMEWORK,greedy
Subset Sums,https://www.geeksforgeeks.org/problems/subset-sums2234/0,MEDIUM,CLASSWORK,backtracking
Combination Sum,https://leetcode.com/problems/combination-sum/description/,MEDIUM,HOMEWORK,backtracking
N Digit numbers with digits in increasing order,https://www.geeksforgeeks.org/problems/n-digit-numbers-with-digits-in-increasing-order5903/1,MEDIUM,HOMEWORK,backtracking
Beautiful Arrangement,https://leetcode.com/problems/letter-combinations-of-a-phone-number/description/,MEDIUM,HOMEWORK,backtracking
Combination Sum III,https://leetcode.com/problems/combination-sum-iii/,HARD,HOMEWORK,backtracking
Target Sum,https://leetcode.com/problems/target-sum/,MEDIUM,HOMEWORK,backtracking
Subsets,https://leetcode.com/problems/subsets/,MEDIUM,CLASSWORK,backtracking
Generate Parentheses,https://leetcode.com/problems/generate-parentheses/description/,EASY,CLASSWORK,backtracking
Combinations,https://leetcode.com/problems/combinations/,EASY,HOMEWORK,backtracking
Restore IP Addresses,https://leetcode.com/problems/restore-ip-addresses/,MEDIUM,HOMEWORK,backtracking
Subsets II,https://leetcode.com/problems/subsets-ii/description/,MEDIUM,CLASSWORK,backtracking
Combination Sum II,https://leetcode.com/problems/combination-sum-ii/description/,MEDIUM,HOMEWORK,backtracking
N-Queens,https://leetcode.com/problems/n-queens/description/,MEDIUM,CLASSWORK,backtracking
N-Queens II,https://leetcode.com/problems/n-queens-ii/,MEDIUM,CLASSWORK,backtracking
Remove Invalid Parentheses,https://leetcode.com/problems/remove-invalid-parentheses/,HARD,HOMEWORK,backtracking
Unique Paths III,https://leetcode.com/problems/unique-paths-iii/,MEDIUM,HOMEWORK,backtracking
Rat in a Maze,https://www.geeksforgeeks.org/problems/rat-in-a-maze-problem/1,MEDIUM,CLASSWORK,backtracking
Longest Possible Route in a Matrix with Hurdles,https://www.geeksforgeeks.org/problems/longest-possible-route-in-a-matrix-with-hurdles/1?page=1&category=Backtracking&sortBy=difficulty,MEDIUM,HOMEWORK,backtracking
The Knight's tour problem,https://www.geeksforgeeks.org/problems/longest-possible-route-in-a-matrix-with-hurdles/1?page=1&category=Backtracking&sortBy=difficulty,MEDIUM,CLASSWORK,backtracking
Word Search,https://leetcode.com/problems/word-search/,MEDIUM,CLASSWORK,backtracking
Letter Case Permutation,https://leetcode.com/problems/letter-case-permutation/,MEDIUM,HOMEWORK,backtracking
Word Search II,https://leetcode.com/problems/word-search-ii/,MEDIUM,CLASSWORK,backtracking
Maximum Score Words Formed by Letters,https://leetcode.com/problems/maximum-score-words-formed-by-letters/,MEDIUM,HOMEWORK,backtracking
Partition array to k subsets,https://www.geeksforgeeks.org/problems/partition-array-to-k-subsets/1?page=3&category=Backtracking&sortBy=difficulty,MEDIUM,HOMEWORK,backtracking
Sliding Puzzle,https://leetcode.com/problems/sliding-puzzle/,MEDIUM,HOMEWORK,backtracking
Sudoku Solver,https://leetcode.com/problems/sudoku-solver/description/,HARD,CLASSWORK,backtracking
Valid Sudoku,https://leetcode.com/problems/valid-sudoku/,MEDIUM,HOMEWORK,backtracking
Beautiful Arrangement,https://leetcode.com/problems/beautiful-arrangement/,MEDIUM,HOMEWORK,backtracking
Partition to K Equal Sum Subsets,https://leetcode.com/problems/partition-to-k-equal-sum-subsets/,HARD,HOMEWORK,backtracking
Word Break II,https://leetcode.com/problems/word-break-ii/,HARD,HOMEWORK,backtracking
Expression Add Operators,https://leetcode.com/problems/expression-add-operators/,HARD,HOMEWORK,backtracking
Permutations,https://leetcode.com/problems/permutations/,MEDIUM,CLASSWORK,backtracking
Permutations II,https://leetcode.com/problems/permutations-ii/,MEDIUM,HOMEWORK,backtracking
Partition String Into Minimum Beautiful Substrings,https://leetcode.com/problems/partition-string-into-minimum-beautiful-substrings/,MEDIUM,CLASSWORK,backtracking
Word Break,https://leetcode.com/problems/word-break/,MEDIUM,HOMEWORK,backtracking
Word Ladder II,https://leetcode.com/problems/word-ladder-ii/,HARD,HOMEWORK,backtracking
24 Game,https://leetcode.com/problems/24-game/,HARD,HOMEWORK,backtracking
Find Minimum Time to Finish All Jobs,https://leetcode.com/problems/find-minimum-time-to-finish-all-jobs/,HARD,HOMEWORK,backtracking
Maximum Good People Based on Statements,https://leetcode.com/problems/maximum-good-people-based-on-statements/,HARD,HOMEWORK,backtracking
Number of Valid Move Combinations On Chessboard,https://leetcode.com/problems/number-of-valid-move-combinations-on-chessboard/,HARD,HOMEWORK,backtracking
Fibonacci Number,https://leetcode.com/problems/fibonacci-number/description/,EASY,CLASSWORK,dynamic-programming
Ways to Reach the n'th Stair,https://www.geeksforgeeks.org/problems/count-ways-to-reach-the-nth-stair-1587115620/1,EASY,CLASSWORK,dynamic-programming
Tribonacci Number,https://www.geeksforgeeks.org/problems/tribonacci-number/1?itm_source=geeksforgeeks&itm_medium=article&itm_campaign=practice_card,EASY,HOMEWORK,dynamic-programming
Climbing Stairs,https://leetcode.com/problems/climbing-stairs/description/,EASY,CLASSWORK,dynamic-programming
Perfect Squares,https://leetcode.com/problems/perfect-squares/description/,MEDIUM,CLASSWORK,dynamic-programming
Min Cost Climbing Stairs,https://www.geeksforgeeks.org/problems/min-cost-climbing-stairs/1?itm_source=geeksforgeeks&itm_medium=article&itm_campaign=practice_card,MEDIUM,HOMEWORK,dynamic-programming
Maximize The Cut Segments,https://www.geeksforgeeks.org/problems/cutted-segments1642/1?itm_source=geeksforgeeks&itm_medium=article&itm_campaign=practice_card,MEDIUM,HOMEWORK,dynamic-programming
Friends Pairing Problem,https://www.geeksforgeeks.org/problems/friends-pairing-problem5425/1?itm_source=geeksforgeeks&itm_medium=article&itm_campaign=practice_card,MEDIUM,CLASSWORK,dynamic-programming
House Robber,https://leetcode.com/problems/house-robber/,MEDIUM,CLASSWORK,dynamic-programming
House Robber II,https://leetcode.com/problems/house-robber-ii/description/,MEDIUM,HOMEWORK,dynamic-programming
Paint N House,https://www.geeksforgeeks.org/problems/distinct-coloring--170645/1?itm_source=geeksforgeeks&itm_medium=article&itm_campaign=practice_card,MEDIUM,CLASSWORK,dynamic-programming
Unique Paths,https://leetcode.com/problems/unique-paths/description/,EASY,CLASSWORK,dynamic-programming
Unique Paths II,https://leetcode.com/problems/unique-paths-ii/description/,EASY,CLASSWORK,dynamic-programming
Minimum Path Sum,https://leetcode.com/problems/minimum-path-sum/,MEDIUM,CLASSWORK,dynamic-programming
Minimum Path Cost in a Grid,https://leetcode.com/problems/minimum-path-cost-in-a-grid/,MEDIUM,HOMEWORK,dynamic-programming
Triangle Path Sum,https://www.geeksforgeeks.org/problems/triangle-path-sum/1?itm_source=geeksforgeeks&itm_medium=article&itm_campaign=practice_card,MEDIUM,HOMEWORK,dynamic-programming
nCr,https://www.geeksforgeeks.org/problems/ncr1019/1?itm_source=geeksforgeeks&itm_medium=article&itm_campaign=practice_card,MEDIUM,HOMEWORK,dynamic-programming
Pascal Triangle,https://www.geeksforgeeks.org/problems/pascal-triangle0652/1?itm_source=geeksforgeeks&itm_medium=article&itm_campaign=practice_card,MEDIUM,HOMEWORK,dynamic-programming
Subset Sum Problem,https://www.geeksforgeeks.org/problems/subset-sum-problem-1611555638/1?itm_source=geeksforgeeks&itm_medium=article&itm_campaign=practice_card,EASY,CLASSWORK,dynamic-programming
Perfect Sum Problem,https://www.geeksforgeeks.org/problems/perfect-sum-problem5633/1?utm_source=youtube&utm_medium=collab_striver_ytdescription&utm_campaign=perfect-sum-problem,EASY,CLASSWORK,dynamic-programming
Target Sum,https://leetcode.com/problems/target-sum/,EASY,HOMEWORK,dynamic-programming
Partition Equal Subset Sum,https://leetcode.com/problems/partition-equal-subset-sum/description/,EASY,CLASSWORK,dynamic-programming
Minimum sum partition,https://www.geeksforgeeks.org/problems/minimum-sum-partition3317/1?itm_source=geeksforgeeks&itm_medium=article&itm_campaign=practice_card,MEDIUM,CLASSWORK,dynamic-programming
Partition Array Into Two Arrays to Minimize Sum Difference,https://leetcode.com/problems/partition-array-into-two-arrays-to-minimize-sum-difference/description/,HARD,HOMEWORK,dynamic-programming
Coin Change,https://leetcode.com/problems/coin-change/description/,MEDIUM,HOMEWORK,dynamic-programming
Coin Change II,https://leetcode.com/problems/coin-change-ii/description/,MEDIUM,HOMEWORK,dynamic-programming
Russian Doll Envelopes,https://leetcode.com/problems/russian-doll-envelopes/description/,HARD,HOMEWORK,dynamic-programming
Combination Sum IV,https://leetcode.com/problems/combination-sum-iv/description/,HARD,HOMEWORK,dynamic-programming
Fractional Knapsack,https://www.geeksforgeeks.org/problems/fractional-knapsack-1587115620/1,HARD,HOMEWORK,dynamic-programming
0 - 1 Knapsack Problem,https://www.geeksforgeeks.org/problems/0-1-knapsack-problem0945/1,MEDIUM,CLASSWORK,dynamic-programming
Knapsack with Duplicate Items,https://www.geeksforgeeks.org/problems/knapsack-with-duplicate-items4201/1,MEDIUM,CLASSWORK,dynamic-programming
Minimum Cost to Cut a Stick,https://leetcode.com/problems/minimum-cost-to-cut-a-stick/description/,MEDIUM,HOMEWORK,dynamic-programming
Number of Ways to Earn Points,https://leetcode.com/problems/number-of-ways-to-earn-points/description/,MEDIUM,HOMEWORK,dynamic-programming
Number of Ways to Divide a Long Corridor,https://leetcode.com/problems/number-of-ways-to-divide-a-long-corridor/description/,MEDIUM,HOMEWORK,dynamic-programming
Longest Increasing Subsequence,https://leetcode.com/problems/longest-increasing-subsequence/,MEDIUM,CLASSWORK,dynamic-programming
Number of Longest Increasing Subsequence,https://leetcode.com/problems/longest-increasing-subsequence/,MEDIUM,HOMEWORK,dynamic-programming
Longest Common Subsequence,https://leetcode.com/problems/longest-common-subsequence/description/,MEDIUM,CLASSWORK,dynamic-programming
Longest Palindromic Subsequence,https://leetcode.com/problems/longest-palindromic-subsequence/description/,MEDIUM,CLASSWORK,dynamic-programming
Longest Palindromic Substring,https://leetcode.com/problems/longest-palindromic-substring/,MEDIUM,CLASSWORK,dynamic-programming
Delete Operation for Two Strings,https://leetcode.com/problems/delete-operation-for-two-strings/,MEDIUM,HOMEWORK,dynamic-programming
Shortest Common Supersequence,https://leetcode.com/problems/shortest-common-supersequence/,HARD,HOMEWORK,dynamic-programming
LCS of three strings,https://www.geeksforgeeks.org/problems/lcs-of-three-strings0028/1?itm_source=geeksforgeeks&itm_medium=article&itm_campaign=practice_card,MEDIUM,HOMEWORK,dynamic-programming
Minimum Insertion Steps to Make a String Palindrome,https://leetcode.com/problems/minimum-insertion-steps-to-make-a-string-palindrome/,MEDIUM,HOMEWORK,dynamic-programming
Longest Common Substring,https://www.geeksforgeeks.org/problems/longest-common-substring1452/1?itm_source=geeksforgeeks&itm_medium=article&itm_campaign=practice_card,HARD,HOMEWORK,dynamic-programming
Longest Repeating Subsequence,https://www.geeksforgeeks.org/problems/longest-repeating-subsequence2004/1,HARD,HOMEWORK,dynamic-programming
Edit Distance,https://leetcode.com/problems/edit-distance/description/,MEDIUM,CLASSWORK,dynamic-programming
Regular Expression Matching,https://leetcode.com/problems/regular-expression-matching/description/,MEDIUM,HOMEWORK,dynamic-programming
Longest Chunked Palindrome Decomposition,https://leetcode.com/problems/longest-chunked-palindrome-decomposition/description/,MEDIUM,HOMEWORK,dynamic-programming
Wildcard Matching,https://leetcode.com/problems/wildcard-matching/,MEDIUM,CLASSWORK,dynamic-programming
Minimum ASCII Delete Sum for Two Strings,https://leetcode.com/problems/minimum-ascii-delete-sum-for-two-strings/,MEDIUM,HOMEWORK,dynamic-programming
Uncrossed Lines,https://leetcode.com/problems/uncrossed-lines/,MEDIUM,HOMEWORK,dynamic-programming
Minimum White Tiles After Covering With Carpets,https://leetcode.com/problems/minimum-white-tiles-after-covering-with-carpets/,HARD,HOMEWORK,dynamic-programming
Substring Matching Pattern,https://leetcode.com/problems/substring-matching-pattern/,MEDIUM,HOMEWORK,dynamic-programming
Matrix Chain Multiplication,https://www.geeksforgeeks.org/problems/matrix-chain-multiplication0303/1,EASY,CLASSWORK,dynamic-programming
Burst Balloons,https://leetcode.com/problems/burst-balloons/,HARD,HOMEWORK,dynamic-programming
Palindrome Partitioning II,https://leetcode.com/problems/palindrome-partitioning-ii/,HARD,CLASSWORK,dynamic-programming
Palindrome Partitioning IV,https://leetcode.com/problems/palindrome-partitioning-iv/,HARD,HOMEWORK,dynamic-programming
Palindrome Partitioning III,https://leetcode.com/problems/palindrome-partitioning-iii/,HARD,HOMEWORK,dynamic-programming
Maximum Number of Non-overlapping Palindrome Substrings,https://leetcode.com/problems/maximum-number-of-non-overlapping-palindrome-substrings/,HARD,HOMEWORK,dynamic-programming
Boolean Parenthesization,https://www.geeksforgeeks.org/problems/boolean-parenthesization5610/1?itm_source=geeksforgeeks&itm_medium=article&itm_campaign=practice_card,HARD,CLASSWORK,dynamic-programming
Dungeon Game,https://leetcode.com/problems/dungeon-game/,HARD,CLASSWORK,dynamic-programming
Cherry Pickup,https://leetcode.com/problems/cherry-pickup/,HARD,HOMEWORK,dynamic-programming
BFS of graph,https://www.geeksforgeeks.org/problems/bfs-traversal-of-graph/1,MEDIUM,CLASSWORK,graphs
Find if Path Exists in Graph,https://leetcode.com/problems/find-if-path-exists-in-graph/description/,MEDIUM,CLASSWORK,graphs
Clone Graph,https://leetcode.com/problems/clone-graph/description/,MEDIUM,HOMEWORK,graphs
DFS of Graph,https://www.geeksforgeeks.org/problems/depth-first-traversal-for-a-graph/1,MEDIUM,CLASSWORK,graphs
Count the paths,https://www.geeksforgeeks.org/problems/count-the-paths4332/0,MEDIUM,HOMEWORK,graphs
Snakes and Ladders,https://leetcode.com/problems/snakes-and-ladders/,MEDIUM,CLASSWORK,graphs
Steps by Knight,https://www.geeksforgeeks.org/problems/steps-by-knight5927/1,HARD,HOMEWORK,graphs
Check Knight Tour Configuration,https://leetcode.com/problems/check-knight-tour-configuration/,HARD,HOMEWORK,graphs
Number of Good Components,https://www.geeksforgeeks.org/problems/number-of-good-components--170647/0,MEDIUM,CLASSWORK,graphs
Number of Provinces,https://leetcode.com/problems/number-of-provinces/,MEDIUM,CLASSWORK,graphs
Undirected Graph Cycle,https://www.geeksforgeeks.org/problems/detect-cycle-in-an-undirected-graph/1,MEDIUM,CLASSWORK,graphs
Count the Number of Complete Components,https://leetcode.com/problems/count-the-number-of-complete-components/,HARD,HOMEWORK,graphs
Number of Islands,https://leetcode.com/problems/number-of-islands/description/,MEDIUM,CLASSWORK,graphs
Flood Fill,https://leetcode.com/problems/flood-fill/description/,EASY,HOMEWORK,graphs
Max Area of Island,https://leetcode.com/problems/max-area-of-island/,MEDIUM,CLASSWORK,graphs
Battleships in a Board,https://leetcode.com/problems/battleships-in-a-board/description/,MEDIUM,HOMEWORK,graphs
Number of Enclaves,https://leetcode.com/problems/number-of-enclaves/description/,MEDIUM,HOMEWORK,graphs
Escape the Spreading Fire,https://leetcode.com/problems/escape-the-spreading-fire/,HARD,HOMEWORK,graphs
Battleships in a Board,https://leetcode.com/problems/battleships-in-a-board/,HARD,HOMEWORK,graphs
Find All Groups of Farmland,https://leetcode.com/problems/find-all-groups-of-farmland/description/,MEDIUM,HOMEWORK,graphs
Find number of closed islands,https://www.geeksforgeeks.org/problems/find-number-of-closed-islands/1,MEDIUM,HOMEWORK,graphs
Maximum Connected group,https://www.geeksforgeeks.org/problems/maximum-connected-group/1,HARD,HOMEWORK,graphs
Surrounded Regions,https://leetcode.com/problems/surrounded-regions/,MEDIUM,HOMEWORK,graphs
Maximum Number of Moves to Kill All Pawns,https://leetcode.com/problems/maximum-number-of-moves-to-kill-all-pawns/,HARD,HOMEWORK,graphs
Rotting Oranges,https://leetcode.com/problems/rotting-oranges/description/,MEDIUM,CLASSWORK,graphs
Topological sort,https://www.geeksforgeeks.org/problems/topological-sort/1,MEDIUM,CLASSWORK,graphs
Detect Cycle in a Directed Graph,https://www.geeksforgeeks.org/problems/detect-cycle-in-a-directed-graph/1,MEDIUM,CLASSWORK,graphs
Course Schedule,https://leetcode.com/problems/course-schedule/,MEDIUM,CLASSWORK,graphs
Course Schedule II,https://leetcode.com/problems/course-schedule-ii/,MEDIUM,HOMEWORK,graphs
Find Eventual Safe States,https://leetcode.com/problems/find-eventual-safe-states/description/,MEDIUM,CLASSWORK,graphs
Longest Cycle in a Graph,https://leetcode.com/problems/longest-cycle-in-a-graph/,HARD,HOMEWORK,graphs
Parallel Courses III,https://leetcode.com/problems/parallel-courses-iii/description/,HARD,CLASSWORK,graphs
Bridge edge in a graph,https://www.geeksforgeeks.org/problems/bridge-edge-in-graph/1,EASY,HOMEWORK,graphs
Evaluate Division,https://leetcode.com/problems/evaluate-division/,HARD,HOMEWORK,graphs
Redundant Connection,https://leetcode.com/problems/redundant-connection/,HARD,HOMEWORK,graphs
Redundant Connection II,https://leetcode.com/problems/redundant-connection-ii/,HARD,HOMEWORK,graphs
Accounts Merge,https://leetcode.com/problems/accounts-merge/,MEDIUM,HOMEWORK,graphs
Dijkstra Algorithm,https://www.geeksforgeeks.org/problems/implementing-dijkstra-set-1-adjacency-matrix/1,HARD,CLASSWORK,graphs
Network Delay Time,https://leetcode.com/problems/network-delay-time/,HARD,CLASSWORK,graphs
Path With Minimum Effort,https://leetcode.com/problems/path-with-minimum-effort/,MEDIUM,HOMEWORK,graphs
Path with Maximum Probability,https://leetcode.com/problems/path-with-maximum-probability/description/,HARD,HOMEWORK,graphs
Bellman-Ford,https://www.geeksforgeeks.org/problems/distance-from-the-source-bellman-ford-algorithm/1,HARD,CLASSWORK,graphs
Negative weight cycle,https://www.geeksforgeeks.org/problems/negative-weight-cycle3504/1,HARD,CLASSWORK,graphs
Floyd Warshall,https://www.geeksforgeeks.org/problems/implementing-floyd-warshall2042/1,MEDIUM,CLASSWORK,graphs
Minimum Spanning Tree,https://www.geeksforgeeks.org/problems/minimum-spanning-tree/1,HARD,CLASSWORK,graphs
Min Cost to Connect All Points,https://leetcode.com/problems/min-cost-to-connect-all-points/,MEDIUM,HOMEWORK,graphs
Rank Transform of a Matrix,https://leetcode.com/problems/rank-transform-of-a-matrix/description/,MEDIUM,HOMEWORK,graphs
Find the City With the Smallest Number of Neighbors at a Threshold Distance,https://leetcode.com/problems/find-the-city-with-the-smallest-number-of-neighbors-at-a-threshold-distance/description/,MEDIUM,HOMEWORK,graphs
Course Schedule IV,https://leetcode.com/problems/course-schedule-iv/,MEDIUM,HOMEWORK,graphs
Couples Holding Hands,https://leetcode.com/problems/couples-holding-hands/,HARD,HOMEWORK,graphs
